red-road,Red Road,73,7.8,"April 13, 2007",113 min,Unrated,BBC Films,22,2,1
red-satin,Red Satin,73,5.4,"August 23, 2002",100 min,,Canal+,1,3,1
red-tails,Red Tails,46,5.9,"January 20, 2012",120 min,Rated PG-13 for some sequences of war violence.,Lucasfilm,46,33,24
redacted,Redacted,52,4.6,"November 16, 2007",90 min,"['Rated R for strong disturbing violent content including a rape', 'pervasive language and some sexual references/images.']","['Film Farm', 'The']",26,7,30
redbelt,Redbelt,69,6.9,"May 2, 2008",99 min,Rated R for strong language.,Sony Pictures Classics,21,8,5
redemption,Redemption,43,8.6,"June 28, 2013",100 min,"['Rated R for strong brutal violence', 'graphic nudity and language']",Lionsgate,83,14,5
reel-injun,Reel Injun,63,7.6,"June 11, 2010",85 min,,National Film Board of Canada (NFB),4,1,0
reel-paradise,Reel Paradise,63,4.3,"August 17, 2005",110 min,"['Rated R for language including sexual references', 'and brief crude humor.']",View Askew Productions,2,1,4
regression,Regression,32,5.5,"February 5, 2016",106 min,"['Rated R for disturbing violent and sexual content', 'and for language']",First Generation Films,18,25,12
regular-lovers,Regular Lovers,76,7.3,"January 19, 2007",183 min,,Arte France Cinéma,4,3,1
reign-of-fire,Reign of Fire,39,6.0,"July 12, 2002",101 min,Rated PG-13 for intense action violence.,Spyglass Entertainment,26,30,8
reign-over-me,Reign Over Me,61,8.7,"March 23, 2007",124 min,Rated R for language and some sexual references.,Relativity Media,204,14,14
reincarnated,Reincarnated,42,3.8,"March 15, 2013",96 min,Not Rated,Snoopadelic Films Inc.,2,7,4
reindeer-games,Reindeer Games,37,1.1,"February 25, 2000",104 min,"['Rated R for strong violence', 'language and sexuality.']",Dimension Films,12,4,121
religulous,Religulous,56,7.6,"October 3, 2008",101 min,Rated R for some language and sexual material.,Thousand Words,134,20,26
remember,Remember,52,7.3,"March 11, 2016",94 min,Rated R for a sequence of violence and  language,Egoli Tossell Film,16,6,0
remember-me,Remember Me,40,7.7,"March 12, 2010",113 min,"['Rated PG-13 for violence', 'sexual content', 'language and smoking.']",Summit Entertainment,159,17,24
remember-me-my-love,"Remember Me, My Love",53,tbd,"September 3, 2004",125 min,"['Rated R for language', 'some sexuality and teen drug use.']",Fandango,1,1,0
remember-the-daze,Remember the Daze,36,7.0,"April 11, 2008",101 min,"['Rated R for pervasive drug and alcohol use', 'strong language and some sexual content - all involving teens.']",Persistent Entertainment,7,2,2
remember-the-titans,Remember the Titans,48,8.6,"September 29, 2000",113 min,Rated PG for thematic elements and some language.,Walt Disney Pictures,99,9,2
remington-and-the-curse-of-the-zombadings,Remington and the Curse of the Zombadings,56,tbd,"October 25, 2013",96 min,Not Rated,Reality Entertainment,0,0,0
renaissance-man,Renaissance Man,44,5.8,"June 3, 1994",128 min,Rated PG-13 for some language.,Touchstone Pictures,2,2,1
rendition,Rendition,55,7.1,"October 19, 2007",122 min,Rated R for torture/violence and language.,New Line Cinema,51,13,9
rennies-landing,Rennie's Landing,33,tbd,"October 3, 2003",103 min,Rated R for some sexual references.,The Nickel Palace,2,0,0
reno-911!-miami,Reno 911!: Miami,47,5.1,"February 23, 2007",84 min,"['Rated R for sexual content', 'nudity', 'crude humor', 'language and drug use.']",Paramount Pictures,21,7,16
renoir,Renoir,64,6.6,"March 29, 2013",111 min,Rated R for sequences of art-related nudity and brief language,Wild Bunch,9,2,1
rent,Rent,53,7.3,"November 23, 2005",135 min,"['Rated PG-13 for mature thematic material involving drugs and sexuality', 'and for some strong language.']",1492 Pictures,130,17,39
repo-man,Repo Man,75,8.7,"March 2, 1984",92 min,R,Edge City,31,2,1
repo-men,Repo Men,32,5.7,"March 19, 2010",111 min,"['Rated R for for strong bloody violence', 'grisly images', 'language and some sexuality/nudity.']",Universal Pictures,45,30,27
repo!-the-genetic-opera,Repo! The Genetic Opera,32,7.9,"November 7, 2008",98 min,"['Rated R for strong bloody violence and gore', 'language', 'some drug and sexual content.']",Twisted Pictures,94,7,18
repulsion-re-release,Repulsion (re-release),91,7.5,"April 21, 2006",105 min,Unrated,Compton Films,40,5,8
requiem,Requiem,82,7.9,"October 20, 2006",89 min,TV-MA,ARTE,8,0,1
requiem-for-a-dream,Requiem for a Dream,68,8.8,"October 6, 2000",102 min,"['Rated R for intense depiction of drug addiction', 'graphic sexuality', 'strong language and some violence. (edited version)']",Protozoa Pictures,546,22,34
rescue-dawn,Rescue Dawn,77,7.5,"July 4, 2007",126 min,Rated PG-13 for some sequences of intense war violence and torture.,Metro-Goldwyn-Mayer (MGM),85,9,10
reservation-road,Reservation Road,46,7.0,"October 19, 2007",102 min,Rated R for language and some disturbing images.,Nick Wechsler Productions,9,6,1
reservoir-dogs,Reservoir Dogs,78,8.7,"October 1, 1992",99 min,Rated R for strong violence and language.,Live Entertainment,570,24,11
resident-evil,Resident Evil,33,6.5,"March 15, 2002",100 min,"['Rated R for strong sci-fi/horror violence', 'language and sexuality/nudity.']",Davis-Films,160,81,40
resident-evil-afterlife,Resident Evil: Afterlife,37,5.4,"September 10, 2010",97 min,Rated R for sequences of strong violence and language.,Davis-Films,131,126,97
resident-evil-apocalypse,Resident Evil: Apocalypse,35,6.1,"September 10, 2004",94 min,"['Rated R for non-stop violence', 'language and some nudity.']",Screen Gems,115,68,54
resident-evil-extinction,Resident Evil: Extinction,41,6.2,"September 21, 2007",95 min,Rated R for strong horror violence throughout and some nudity.,Davis-Films,133,80,50
resident-evil-retribution,Resident Evil: Retribution,39,5.0,"September 14, 2012",96 min,Rated R for sequences of strong violence throughout,Davis-Films,146,106,158
resolution,Resolution,78,7.4,"January 25, 2013",93 min,Not Rated,,9,1,1
restaurant,Restaurant,62,tbd,"April 7, 2000",107 min,"['Rated R for sexuality', 'language and drug use.']",Palisades Pictures,1,0,0
restless-2011,Restless,47,7.2,"September 16, 2011",,for thematic elements and brief sensuality,Imagine Entertainment,19,6,3
restrepo,Restrepo,85,7.7,"June 25, 2010",93 min,Rated R for language throughout including some descriptions of violence.,Passion Pictures,60,18,3
results,Results,73,5.3,"May 29, 2015",105 min,"['Rated R for language', 'some sexual content and drug use']",Burn Later Productions,5,6,4
resurrecting-the-champ,Resurrecting the Champ,55,7.5,"August 24, 2007",112 min,Rated PG-13 for some violence and brief language.,Phoenix Pictures,11,1,2
return,Return,63,7.6,"February 3, 2012",97 min,Not Rated,Fork Films,4,1,0
return-to-me,Return to Me,54,8.6,"April 7, 2000",115 min,Rated PG for language and thematic elements.,Metro-Goldwyn-Mayer (MGM),14,2,0
return-to-never-land,Return to Never Land,49,6.3,"February 15, 2002",72 min,G,Walt Disney Pictures,13,8,5
return-to-oz,Return to Oz,42,8.0,"June 21, 1985",113 min,PG,Walt Disney Pictures,22,2,1
return-to-paradise,Return to Paradise,54,6.9,"August 14, 1998",111 min,"['Rated R for language', 'drug content', 'some sexuality and a scene of violence.']",PolyGram Filmed Entertainment,6,3,0
return-to-sender,Return to Sender,23,2.8,"August 14, 2015",95 min,Not Rated,Boo Pictures,1,4,6
returner,Returner,36,7.2,"October 17, 2003",116 min,,Toho Company,17,3,3
returning-mickey-stern,Returning Mickey Stern,35,tbd,"April 25, 2003",92 min,Rated PG-13 for some sexual references.,2 Life! Films LLC,0,0,0
reuniting-the-rubins,Reuniting the Rubins,31,tbd,"March 16, 2012",97 min,Rated PG for thematic elements and language,Factor Films,0,0,0
revanche,Revanche,84,8.1,"May 1, 2009",121 min,,Prisma Film,28,2,1
revenge-of-the-electric-car,Revenge of the Electric Car,63,5.0,"October 21, 2011",90 min,Rated PG-13 for brief strong language,Papercut Films,6,1,5
revenge-of-the-green-dragons,Revenge of the Green Dragons,36,6.0,"October 24, 2014",94 min,"['Rated  R for strong violence including a sexual  assault', 'pervasive language', 'some drug  use and sexual content']","['7th Floor', 'The']",3,4,1
revenge-of-the-mekons,Revenge of the Mekons,77,tbd,"October 29, 2014",95 min,Not Rated,Daniel 13 Productions,0,0,0
revenge-of-the-nerds,Revenge of the Nerds,41,7.7,"July 20, 1984",90 min,R,Twentieth Century Fox Film Corporation,8,2,0
reversal-of-fortune,Reversal of Fortune,93,7.8,"October 17, 1990",111 min,R,Sovereign Pictures,23,4,1
revolution-9,Revolution #9,63,tbd,"November 15, 2002",90 min,,Cineblast Productions,3,0,0
revolutionary-road,Revolutionary Road,69,7.3,"December 26, 2008",119 min,Rated R for language and some sexual content/nudity.,BBC Films,157,28,26
revolver,Revolver,25,7.2,"December 7, 2007",115 min,"['Rated R for violence', 'language and some nudity.']",Europa Corp.,84,12,27
101-reykjavik,Reykjavík,68,7.7,"July 25, 2001",88 min,Not Rated,Zentropa Entertainments,13,0,3
rich-hill,Rich Hill,75,7.4,"August 1, 2014",91 min,Not Rated,,4,1,0
rick,Rick,52,tbd,"September 24, 2004",100 min,Rated R for sexual content and language.,ContentFilm,1,0,1
ricki-and-the-flash,Ricki and the Flash,54,6.5,"August 7, 2015",101 min,"['Rated PG - 13 for thematic material', 'brief drug content', 'sexuality and language']",TriStar Pictures,40,27,12
riddick,Riddick,49,7.1,"September 6, 2013",119 min,"['Rated R for strong violence', 'language and some sexual content/nudity']",Radar Pictures,264,93,35
ride,Ride,48,6.3,"May 1, 2015",93 min,Rated R for language and some drug use,Sandbar Pictures,1,3,0
ride-along,Ride Along,41,5.6,"January 17, 2014",99 min,"['Rated PG-13 for sequences of violence', 'sexual content and brief strong language']",Universal Pictures,57,67,35
ride-along-2,Ride Along 2,32,4.6,"January 15, 2016",102 min,"['Rated PG-13 for sequences of violence', 'sexual content', 'language and some drug material']",Universal Pictures,21,34,26
ride-with-the-devil,Ride with the Devil,69,7.1,"November 24, 1999",138 min,Rated R for graphic war violence.,Universal Pictures,8,5,1
riding-alone-for-thousands-of-miles,Riding Alone for Thousands of Miles,73,8.1,"September 1, 2006",107 min,Rated PG for mild thematic elements.,Toho Company,10,1,1
riding-giants,Riding Giants,80,8.5,"July 9, 2004",105 min,Rated PG-13 for brief strong language.,Studio Canal,4,0,0
riding-in-cars-with-boys,Riding in Cars with Boys,43,7.1,"October 19, 2001",132 min,"['Rated PG-13 for thematic elements', 'drug and sexual content.']",Parkway Productions,11,3,3
riding-the-bullet,Riding the Bullet,37,6.9,"October 15, 2004",98 min,"['Rated R for violence', 'disturbing images', 'language', 'drug use and some nudity.']",ApolloMedia,4,2,1
rififi-re-release,Rififi (re-release),97,8.3,"July 21, 2000",122 min,,Pathé Consortium Cinéma,29,1,3
right-at-your-door,Right at Your Door,57,6.5,"August 24, 2007",,Rated R for pervasive language and some disturbing violent content.,Thousand Words,11,3,3
right-now-wrong-then,"Right Now, Wrong Then",81,7.8,"June 24, 2016",121 min,Not Rated,Jeonwonsa Film,5,0,1
righteous-kill,Righteous Kill,36,4.8,"September 12, 2008",101 min,"['Rated R for violence', 'pervasive language', 'some sexuality and brief drug use.']",Grosvenor Park Media,28,21,30
rigor-mortis,Rigor Mortis,53,8.3,"June 6, 2014",105 min,Not Rated,Kudos Films,6,0,0
rings,Rings,25,3.7,"February 3, 2017",102 min,"['Rated PG-13 for violence/terror', 'thematic elements', 'some sexuality and brief drug material']",Paramount Pictures,14,18,36
rio,Rio,63,7.7,"April 15, 2011",96 min,Rated PG for mild off color humor.,Twentieth Century Fox Animation,280,58,25
rio-2,Rio 2,49,6.0,"April 11, 2014",101 min,G,Twentieth Century Fox Animation,75,51,30
rio-i-love-you,"Rio, I Love You",26,tbd,"April 15, 2016",,Not Rated,Conspiração Filmes,0,0,0
rise-of-the-guardians,Rise of the Guardians,57,7.3,"November 21, 2012",97 min,Rated PG for thematic elements and some mildly scary action,DreamWorks Animation,192,44,16
rise-of-the-legend,Rise of the Legend,62,4.4,"March 11, 2016",131 min,Not Rated,Edko Films,4,0,3
rise-of-the-planet-of-the-apes,Rise of the Planet of the Apes,68,7.8,"August 5, 2011",110 min,"['Rated PG-13 for violence', 'terror', 'some sexuality and brief strong language']",Twentieth Century Fox Film Corporation,693,100,22
risen,Risen,51,7.1,"February 19, 2016",107 min,Rated PG-13 for Biblical violence including some disturbing images,Columbia Pictures,42,15,10
risky-business,Risky Business,75,3.1,"August 5, 1983",98 min,R,"['Geffen Company', 'The']",34,9,69
river-of-grass,River of Grass,69,tbd,"August 4, 1995",76 min,Not Rated,Good Machine,0,0,0
rivers-and-tides-andy-goldsworthy-working-with-time,Rivers and Tides: Andy Goldsworthy Working with Time,82,8.5,"January 2, 2002",90 min,TV-G,ARTE,26,1,3
rize,Rize,74,7.3,"June 24, 2005",86 min,"['Rated PG-13 for suggestive content', 'drug references', 'language and brief nudity.']",David LaChapelle Studios,18,1,4
road-games,Road Games,44,6.0,"March 4, 2016",95 min,Not Rated,February Films,1,3,0
road-hard,Road Hard,50,5.6,"March 6, 2015",98 min,Not Rated,Sontalia,3,2,2
road-to-paloma,Road to Paloma,44,7.3,"July 11, 2014",91 min,"['Rated R for language', 'sexuality and nudity', 'some drug use', 'and  violence including an incident of sexual  assault']",Boss Media,6,2,1
road-to-perdition,Road to Perdition,72,8.8,"July 12, 2002",117 min,Rated R for violence and language.,Twentieth Century Fox Film Corporation,305,19,10
road-trip,Road Trip,55,4.6,"May 19, 2000",93 min,"['Rated R for strong sexual content', 'crude humor', 'language and drug use.']","['Montecito Picture Company', 'The']",33,19,36
roadie,Roadie,61,7.5,"January 6, 2012",95 min,Rated R for pervasive language and some drug content.,Hero Content,2,2,0
roar,Roar,65,tbd,"April 17, 2015",102 min,PG,American Filmworks,1,0,0
rob-roy,Rob Roy,55,8.7,"April 7, 1995",139 min,Rated R for violence and sexuality.,United Artists,33,6,1
rob-the-mob,Rob the Mob,63,6.9,"March 21, 2014",104 min,"['Rated R for pervasive language', 'some sexual material and brief drug use']","['Exchange', 'The']",11,4,1
robin-hood,Robin Hood,53,6.2,"May 14, 2010",140 min,"['Rated PG-13 for violence including intense sequences of warfare', 'and some sexual content.']",Universal Pictures,176,104,54
robocop,RoboCop,67,8.8,"July 17, 1987",102 min,R,Orion Pictures Corporation,269,16,6
robocop-2013,RoboCop,52,6.2,"February 12, 2014",117 min,"['Rated PG-13 for intense sequences of action including frenetic gun violence throughout', 'brief strong language', 'sensuality and some drug material']",Spyglass Entertainment,323,195,102
robot-and-frank,Robot and Frank,67,8.1,"August 17, 2012",89 min,Rated PG-13 for some language,Stage 6 Films,86,11,3
robot-stories,Robot Stories,66,8.3,"February 13, 2004",85 min,,,6,0,0
robots,Robots,64,7.4,"March 11, 2005",91 min,Rated PG for some brief language and suggestive humor.,Twentieth Century Fox Animation,125,35,21
rocco-and-his-brothers,Rocco and His Brothers (re-release),84,7.1,"July 5, 2002",177 min,Approved,Titanus,7,0,2
rock-of-ages,Rock of Ages,47,5.9,"June 15, 2012",123 min,"['Rated PG-13 for sexual content', 'suggestive dancing', 'some heavy drinking', 'and language']",New Line Cinema,79,53,39
rock-school,Rock School,67,7.4,"June 3, 2005",93 min,Rated R for language.,A&E IndieFilms,7,0,1
rock-star,Rock Star,54,6.9,"September 7, 2001",105 min,"['Rated R for language', 'sexuality and some drug content.']",Warner Bros. Pictures,17,6,4
rock-the-bells,Rock the Bells,70,tbd,"April 11, 2007",103 min,,Civilian Pictures,3,0,0
rock-the-kasbah,Rock the Kasbah,29,3.6,"October 23, 2015",106 min,"['Rated R for language including sexual  references', 'some drug use and brief violence']",Shangri-La Entertainment,6,12,15
rocket-science,Rocket Science,73,6.9,"August 10, 2007",101 min,Rated R for some sexual content and language.,HBO Films,21,2,6
rocknrolla,RocknRolla,53,8.5,"October 8, 2008",114 min,"['Rated R for pervasive language', 'violence', 'drug use and brief sexuality.']",Warner Bros. Pictures,241,27,14
rocks-in-my-pockets,Rocks in My Pockets,78,tbd,"September 3, 2014",88 min,Not Rated,Locomotive Productions,1,0,0
rocky,Rocky,69,tbd,"December 3, 1976",120 min,PG,Chartoff-Winkler Productions,2,0,0
rocky-balboa,Rocky Balboa,63,8.4,"December 20, 2006",102 min,Rated PG for boxing violence and some language,Columbia Pictures,306,34,21
rocky-iv,Rocky IV,42,7.3,"November 27, 1985",91 min,PG,United Artists,16,11,0
rocky-v,Rocky V,55,5.6,"November 16, 1990",104 min,PG-13,United Artists,22,42,14
roger-dodger,Roger Dodger,75,8.2,"October 25, 2002",106 min,Rated R for sexual content and language.,Holedigger Films,24,3,0
rogue-one-a-star-wars-story,Rogue One: A Star Wars Story,65,7.6,"December 16, 2016",133 min,Rated PG-13 for extended sequences of sci-fi violence and action,Walt Disney Studios Motion Pictures,"1,713",305,213
role-models,Role Models,61,8.4,"November 7, 2008",99 min,"['Rated R for crude and sexual content', 'strong language and nudity.']",Universal Pictures,181,30,6
roll-bounce,Roll Bounce,59,5.9,"September 23, 2005",112 min,Rated PG-13 for language and some crude humor.,Fox 2000 Pictures,6,0,3
rollerball,Rollerball,14,1.3,"February 8, 2002",98 min,"['Rated PG-13 for violence', 'extreme sports action', 'sensuality', 'language and some drug references.; Rated R for violence', 'nudity and some language. (video version)']",Metro-Goldwyn-Mayer (MGM),5,3,42
rolling-family,Rolling Family,62,tbd,"September 8, 2006",103 min,Not Rated,Paradis Films,1,0,1
roman-holiday,Roman Holiday,76,8.7,"August 27, 1953",118 min,Passed,Paramount Pictures,52,5,3
roman-polanski-wanted-and-desired,Roman Polanski: Wanted and Desired,78,7.4,"July 11, 2008",99 min,Unrated,Antidote Films (I),6,0,1
romance,Romance,49,6.3,"September 17, 1999",84 min,Rated R for language and strong sexual content including dialogue.,Canal+,9,4,5
romance-cigarettes,Romance & Cigarettes,55,6.9,"September 7, 2007",105 min,"['Rated R for sexual content including some strong dialogue', 'and language.']",Icon Entertainment International,8,0,3
romantico,Romántico,68,7.1,"November 1, 2006",80 min,,,5,0,2
romeo-juliet,Romeo & Juliet,41,6.0,"October 11, 2013",118 min,Rated PG-13 for some violence and thematic elements,Echo Lake Productions (I),9,6,4
romeo-and-juliet,Romeo + Juliet,60,6.3,"November 1, 1996",120 min,Rated PG-13 for scenes of contemporary violence and some sensuality.,Twentieth Century Fox Film Corporation,57,21,22
romeo-must-die,Romeo Must Die,52,7.2,"March 22, 2000",115 min,"['Rated R for violence', 'some language and brief nudity.']",Warner Bros. Pictures,34,13,6
romulus-my-father,"Romulus, My Father",57,tbd,"February 29, 2008",104 min,"['Rated R for sexuality', 'some violence and brief language.']",Arenafilm,2,1,0
romy-and-micheles-high-school-reunion,Romy and Michele's High School Reunion,59,8.6,"April 25, 1997",92 min,Rated R for language.,Touchstone Pictures,44,4,3
ronin,Ronin,67,8.8,"September 25, 1998",122 min,Rated R for strong violence and some language.,United Artists,124,16,3
room,Room,64,4.8,"June 28, 2006",75 min,,"['7th Floor', 'The']",3,0,2
room-2015,Room,86,8.4,"October 16, 2015",118 min,Rated R for language,Film4,462,28,28
room-237,Room 237,80,6.1,"March 29, 2013",102 min,Not Rated,,45,23,17
rory-oshea-was-here,Rory O'Shea Was Here,59,8.6,"February 4, 2005",104 min,Rated R for language.,Studio Canal,7,1,0
roseanne-for-president!,Roseanne for President!,62,tbd,"July 1, 2016",96 min,Not Rated,,0,0,1
rosenstrasse,Rosenstrasse,49,5.4,"August 20, 2004",136 min,"['Rated PG-13 for mature thematic material', 'some violence and brief drug content.']",Tele München Fernseh Produktionsgesellschaft (TMG),4,1,2
rosewater,Rosewater,67,7.3,"November 14, 2014",103 min,Not Rated,International Traders,28,11,3
rosewood,Rosewood,71,8.7,"February 21, 1997",140 min,Rated R for violence and some sexuality.,Warner Bros. Pictures,14,1,1
rounders,Rounders,54,7.9,"September 11, 1998",121 min,"['Rated R for pervasive strong language', 'some sexuality and brief drug use.']",Miramax Films,55,11,2
roving-mars,Roving Mars,58,6.6,"January 27, 2006",40 min,G,Walt Disney Pictures,3,0,2
ruby-sparks,Ruby Sparks,67,8.1,"July 25, 2012",104 min,"['Rated R for language including some sexual references', 'and for some drug use']",Fox Searchlight Pictures,89,8,0
rudderless,Rudderless,52,8.7,"October 17, 2014",105 min,Rated R for language,Dog Pond Productions,40,4,2
rudo-y-cursi,Rudo y Cursi,67,7.3,"May 8, 2009",103 min,"['Rated R for pervasive language', 'sexual content and brief drug use.']",Universal Pictures,6,4,0
rugrats-go-wild,Rugrats Go Wild,38,5.9,"June 13, 2003",80 min,Rated PG for mild crude humor.,Nickelodeon Movies,21,8,9
rugrats-in-paris-the-movie---rugrats-ii,Rugrats in Paris: The Movie - Rugrats II,62,6.5,"November 17, 2000",78 min,G,Paramount Pictures,24,6,6
rules-dont-apply,Rules Don't Apply,60,6.0,"November 23, 2016",127 min,"['Rated PG-13 for sexual material including brief strong language', 'thematic elements', 'and drug references']",Regency Enterprises,5,9,2
rules-of-engagement,Rules of Engagement,45,6.2,"April 7, 2000",128 min,"['Rated R for scenes of war violence', 'and for language.']",Paramount Pictures,5,6,2
rumble-fish,Rumble Fish,63,8.7,"October 8, 1983",94 min,R,Zoetrope Studios,31,3,1
rumble-in-the-bronx,Rumble in the Bronx,61,8.7,"February 23, 1996",87 min,Rated R for some language and violent sequences.,New Line Cinema,57,7,2
rumor-has-it,Rumor Has It...,35,3.9,"December 25, 2005",97 min,"['Rated PG-13 for mature thematic material', 'sexual content', 'crude humor and a drug reference.']",Warner Bros. Pictures,20,16,42
run-jump,Run & Jump,71,5.3,"January 24, 2014",106 min,Not Rated,Samson Films,3,1,2
run-all-night,Run All Night,59,8.1,"March 13, 2015",114 min,"['Rated R for strong violence', 'language including sexual references', 'and some drug use']",Vertigo Entertainment,224,49,12
run-lola-run,Run Lola Run,77,8.9,"June 18, 1999",80 min,Rated R for some violence and language.,X-Filme Creative Pool,171,12,6
run-fatboy-run,"Run, Fatboy, Run",48,6.6,"March 28, 2008",100 min,"['Rated PG-13 for some rude and sexual humor', 'nudity', 'language and smoking.']",Beech Hill Films,30,19,6
runaway-bride,Runaway Bride,39,5.8,"July 30, 1999",116 min,Rated PG for language and some suggestive dialogue.,Paramount Pictures,10,10,5
runaway-jury,Runaway Jury,61,8.0,"October 17, 2003",127 min,"['Rated PG-13 for violence', 'language and thematic elements.']",Regency Enterprises,152,16,26
runner-runner,Runner Runner,36,5.4,"October 4, 2013",91 min,Rated R for language and some sexual content,Appian Way,30,43,27
running-free,Running Free,22,6.3,"June 2, 2000",81 min,G,Columbia Pictures Corporation,5,0,3
running-from-crazy,Running from Crazy,59,tbd,"November 1, 2013",100 min,Not Rated,,0,0,0
running-scared,Running Scared,41,8.8,"February 24, 2006",122 min,"['Rated R for pervasive strong brutal violence and language', 'sexuality and drug content.']",Pierce/Williams Entertainment,309,10,23
running-with-scissors,Running with Scissors,52,6.2,"October 20, 2006",116 min,"['Rated R for strong language and elements of sexuality', 'violence and substance abuse.']",Plan B Entertainment,36,14,16
runoff,Runoff,64,8.1,"June 26, 2015",90 min,Rated R for some drug use,Reno Productions,6,1,1
rush,Rush,75,8.6,"September 20, 2013",123 min,"['Rated R for sexual content', 'nudity', 'language', 'some disturbing images and brief drug use']",Working Title Films,561,26,14
rush-hour,Rush Hour,60,8.7,"September 18, 1998",98 min,"['Rated PG-13 for sequences of action/violence and shootings', 'and for language.']",New Line Cinema,257,19,8
rush-hour-2,Rush Hour 2,48,8.5,"August 3, 2001",90 min,"['Rated PG-13 for action violence', 'language and some sexual material.']",New Line Cinema,167,26,9
rush-hour-3,Rush Hour 3,44,6.4,"August 10, 2007",91 min,"['Rated PG-13 for sequences of action violence', 'sexual content', 'nudity and language.']",New Line Cinema,76,51,26
rushlights,Rushlights,25,tbd,"June 21, 2013",98 min,"['Rated R for violence', 'language', 'sexuality and drug use']",Rushlights,0,0,0
rushmore,Rushmore,86,8.9,"December 11, 1998",93 min,Rated R for language and brief nudity.,Touchstone Pictures,230,15,6
russian-ark,Russian Ark,86,7.3,"November 29, 2002",99 min,Not Rated,Egoli Tossell Film,45,5,12
russian-dolls,Russian Dolls,67,6.8,"May 10, 2006",125 min,Not Rated,Canal+,8,3,2
rust-bone,Rust and Bone,73,7.9,"November 23, 2012",120 min,"['Rated R for strong sexual content', 'brief graphic nudity', 'some violence and language']",Canal+,0,0,0
runaway-vacation,RV,33,5.3,"April 28, 2006",99 min,"['Rated PG for crude humor', 'innuendo and language.']",Relativity Media,27,21,22
swat,S.W.A.T.,45,8.3,"August 8, 2003",117 min,"['Rated PG-13 for violence', 'language and sexual references.']",Columbia Pictures Corporation,114,25,7
s1m0ne,S1m0ne,49,8.9,"August 23, 2002",117 min,Rated PG-13 for some sensuality.,New Line Cinema,144,21,7
s21-the-khmer-rouge-death-machine,S21: The Khmer Rouge Death Machine,75,5.6,"May 19, 2004",101 min,Unrated,Arte France Cinéma,4,3,1
saawariya,Saawariya,44,6.3,"November 9, 2007",142 min,"['Rated PG for thematic elements', 'brief nudity', 'some language and incidental smoking.']",SPE Films,10,6,5
sabotage,Sabotage,41,5.2,"March 28, 2014",109 min,"['Rated R for strong bloody violence', 'pervasive language', 'some sexuality/nudity and drug use']",QED International,39,41,29
sabrina,Sabrina,72,7.7,"September 22, 1954",113 min,Approved,Paramount Pictures,29,5,1
sacred-planet,Sacred Planet,53,6.6,"April 22, 2004",40 min,G,Walt Disney Pictures,3,0,2
sacrifice-2016,Sacrifice,23,4.0,"April 29, 2016",91 min,Not Rated,Cheyenne Enterprises,1,2,2
safe,Safe,55,7.1,"April 27, 2012",94 min,"['Rated R for strong violence throughout', 'and for language']",IM Global,91,52,11
safe-1995,Safe,76,8.6,"June 23, 1995",119 min,Rated R for a sex scene and brief language,Good Machine,29,2,2
safe-conduct,Safe Conduct,82,6.2,"October 11, 2002",170 min,,Studio Canal,4,0,2
safe-haven,Safe Haven,34,5.5,"February 14, 2013",115 min,"['Rated PG-13 for thematic material involving threatening behavior', 'and for violence and sexuality']",Relativity Media,32,25,21
safe-house,Safe House,52,6.7,"February 10, 2012",115 min,Rated R for strong violence throughout and some language,Relativity Media,148,101,20
safelight,Safelight,26,4.0,"July 17, 2015",84 min,Rated R for language throughout including some sexual references,Hacienda Film Co.,2,1,4
safety-not-guaranteed,Safety Not Guaranteed,72,7.5,"June 8, 2012",86 min,Rated R for language including some sexual references,Big Beach Films,129,36,6
sagrada-the-mystery-of-creation,Sagrada: The Mystery of Creation,55,tbd,"December 19, 2014",89 min,Not Rated,Fontana Film,3,0,0
sahara,Sahara,41,8.2,"April 8, 2005",124 min,Rated PG-13 for action violence.,Paramount Pictures,91,22,7
saint-laurent,Saint Laurent,52,5.8,"May 8, 2015",150 min,Not Rated,Canal+,8,6,3
saint-of-911,Saint of 9/11,67,7.9,"September 6, 2006",90 min,,Red Envelope Entertainment,11,0,3
saint-ralph,Saint Ralph,51,8.6,"August 5, 2005",98 min,Rated PG-13 for some sexual content and partial nudity.,Alliance Atlantis Communications,13,0,1
saints-and-sinners,Saints and Sinners,57,tbd,"June 18, 2004",80 min,,Persona Films,0,0,2
saints-and-soldiers,Saints and Soldiers,56,7.7,"October 15, 2004",90 min,Rated PG-13 for war violence and related images. (edited for re-rating),Go Films,21,2,3
salaam-bombay!,Salaam Bombay! (re-release),78,6.8,"February 8, 2002",113 min,,La Sept Cinéma,9,1,3
salmon-fishing-in-the-yemen-2012,Salmon Fishing in the Yemen,58,6.5,"March 9, 2012",111 min,"['Rated PG-13 for some violence and sexual content', 'and brief language']",BBC Films,38,25,4
salt,Salt,65,6.4,"July 23, 2010",100 min,Rated PG-13 for intense sequences of violence and action.,Relativity Media,250,148,51
salvation-army,Salvation Army,57,tbd,"January 23, 2015",81 min,Not Rated,Centre National de la Cinématographie (CNC),1,2,0
samba,Samba,53,4.0,"July 24, 2015",118 min,Rated R for language,Canal+,1,5,2
samehada-otoko-to-momojiri-onna,Samehada otoko to momojiri onna,44,6.7,"April 16, 2003",108 min,"['Rated R for violence', 'sexuality and brief language.']",Tohokashinsha Film Company Ltd.,4,1,1
